tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;n_rtup_buru_dan_tangkap_satwa_liar_punya_izin;n_utp_buru_dan_tangkap_satwa_liar_punya_izin;volume_produksi_punya_izin;nilai_produksi_punya_izin;rerata_produksi_per_komoditas_punya_izin;rerata_produksi_per_rtup_punya_izin;rerata_produksi_per_utp_punya_izin;n_rtup_buru_dan_tangkap_satwa_liar_tak_punya_izin;n_utp_buru_dan_tangkap_satwa_liar_tak_punya_izin;volume_produksi_tak_punya_izin;nilai_produksi_tak_punya_izin;rerata_produksi_per_komoditas_tak_punya_izin;rerata_produksi_per_rtup_tak_punya_izin;rerata_produksi_per_utp_tak_punya_izin;n_rtup_buru_dan_tangkap_satwa_liar_ada_izin_dan_tidak;n_utp_buru_dan_tangkap_satwa_liar_ada_izin_dan_tidak;volume_produksi_ada_izin_dan_tidak;nilai_produksi_ada_izin_dan_tidak;rerata_produksi_per_komoditas_ada_izin_dan_tidak;rerata_produksi_per_rtup_ada_izin_dan_tidak;rerata_produksi_per_utp_ada_izin_dan_tidak
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6251;[5310063] NELLE;53;5310;5310063;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6251;[5310070] NITA;53;5310;5310070;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6251;[5310071] MAGEPANDA;53;5310;5310071;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6251;[5310080] ALOK;53;5310;5310080;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6251;[5310081] ALOK BARAT;53;5310;5310081;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6251;[5310082] ALOK TIMUR;53;5310;5310082;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6251;[5310] SIKKA;53;5310;5310999;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6252;[5310010] PAGA;53;5310;5310010;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6252;[5310011] MEGO;53;5310;5310011;1;1;5.00;5.00;1000.00;5000.00;5000.00;0;0;0.00;0.00;-;-;-;1;1;5.00;5.00;1000.00;5000.00;5000.00
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6252;[5310012] TANA WAWO;53;5310;5310012;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6252;[5310020] LELA;53;5310;5310020;0;0;0.00;0.00;-;-;-;1;1;4.00;1.00;250.00;1000.00;1000.00;1;1;4.00;1.00;250.00;1000.00;1000.00
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6252;[5310030] BOLA;53;5310;5310030;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6252;[5310031] DORENG;53;5310;5310031;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6252;[5310032] MAPITARA;53;5310;5310032;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6252;[5310040] TALIBURA;53;5310;5310040;1;1;2.00;0.10;50.00;100.00;100.00;10;10;81.00;21.70;267.90;2170.00;2170.00;11;11;83.00;21.80;262.65;1981.82;1981.82
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6252;[5310041] WAIGETE;53;5310;5310041;0;0;0.00;0.00;-;-;-;1;1;1.00;4.00;4000.00;4000.00;4000.00;1;1;1.00;4.00;4000.00;4000.00;4000.00
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6252;[5310042] WAIBLAMA;53;5310;5310042;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6252;[5310050] KEWAPANTE;53;5310;5310050;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6252;[5310051] HEWOKLOANG;53;5310;5310051;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6252;[5310052] KANGAE;53;5310;5310052;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6252;[5310061] PALUE;53;5310;5310061;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6252;[5310062] KOTING;53;5310;5310062;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6252;[5310063] NELLE;53;5310;5310063;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6252;[5310070] NITA;53;5310;5310070;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6252;[5310071] MAGEPANDA;53;5310;5310071;0;0;0.00;0.00;-;-;-;2;2;21.00;5.50;261.90;2750.00;2750.00;2;2;21.00;5.50;261.90;2750.00;2750.00
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6252;[5310080] ALOK;53;5310;5310080;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6252;[5310081] ALOK BARAT;53;5310;5310081;1;1;2.00;0.00;0.50;1.00;1.00;0;0;0.00;0.00;-;-;-;1;1;2.00;0.00;0.50;1.00;1.00
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6252;[5310082] ALOK TIMUR;53;5310;5310082;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6252;[5310] SIKKA;53;5310;5310999;3;3;9.00;5.10;566.78;1700.33;1700.33;14;14;107.00;32.20;300.93;2300.00;2300.00;17;17;116.00;37.30;321.56;2194.18;2194.18
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310010] PAGA;53;5310;5310010;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310011] MEGO;53;5310;5310011;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310012] TANA WAWO;53;5310;5310012;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310020] LELA;53;5310;5310020;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310030] BOLA;53;5310;5310030;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310031] DORENG;53;5310;5310031;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310032] MAPITARA;53;5310;5310032;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310040] TALIBURA;53;5310;5310040;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310041] WAIGETE;53;5310;5310041;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310042] WAIBLAMA;53;5310;5310042;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310050] KEWAPANTE;53;5310;5310050;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310051] HEWOKLOANG;53;5310;5310051;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310052] KANGAE;53;5310;5310052;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310061] PALUE;53;5310;5310061;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310062] KOTING;53;5310;5310062;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310063] NELLE;53;5310;5310063;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310070] NITA;53;5310;5310070;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310071] MAGEPANDA;53;5310;5310071;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310080] ALOK;53;5310;5310080;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310081] ALOK BARAT;53;5310;5310081;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310082] ALOK TIMUR;53;5310;5310082;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310] SIKKA;53;5310;5310999;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310010] PAGA;53;5310;5310010;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310011] MEGO;53;5310;5310011;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310012] TANA WAWO;53;5310;5310012;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310020] LELA;53;5310;5310020;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310030] BOLA;53;5310;5310030;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310031] DORENG;53;5310;5310031;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310032] MAPITARA;53;5310;5310032;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310040] TALIBURA;53;5310;5310040;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310041] WAIGETE;53;5310;5310041;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310042] WAIBLAMA;53;5310;5310042;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310050] KEWAPANTE;53;5310;5310050;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310051] HEWOKLOANG;53;5310;5310051;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310052] KANGAE;53;5310;5310052;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310061] PALUE;53;5310;5310061;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310062] KOTING;53;5310;5310062;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310063] NELLE;53;5310;5310063;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310070] NITA;53;5310;5310070;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310071] MAGEPANDA;53;5310;5310071;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310080] ALOK;53;5310;5310080;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310081] ALOK BARAT;53;5310;5310081;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310082] ALOK TIMUR;53;5310;5310082;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310] SIKKA;53;5310;5310999;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310010] PAGA;53;5310;5310010;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310011] MEGO;53;5310;5310011;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310012] TANA WAWO;53;5310;5310012;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310020] LELA;53;5310;5310020;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310030] BOLA;53;5310;5310030;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310031] DORENG;53;5310;5310031;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310032] MAPITARA;53;5310;5310032;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310040] TALIBURA;53;5310;5310040;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310041] WAIGETE;53;5310;5310041;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310042] WAIBLAMA;53;5310;5310042;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310050] KEWAPANTE;53;5310;5310050;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310051] HEWOKLOANG;53;5310;5310051;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310052] KANGAE;53;5310;5310052;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310061] PALUE;53;5310;5310061;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310062] KOTING;53;5310;5310062;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310063] NELLE;53;5310;5310063;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310070] NITA;53;5310;5310070;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310071] MAGEPANDA;53;5310;5310071;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310080] ALOK;53;5310;5310080;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310081] ALOK BARAT;53;5310;5310081;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310082] ALOK TIMUR;53;5310;5310082;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310] SIKKA;53;5310;5310999;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
BAB_8_tabel_8_41_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6256;[5310010] PAGA;53;5310;5310010;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
