tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;n_rtup_budidaya;n_rtup_pembibitan;n_rtup_budidaya_dan_pembibitan;n_rtup_jumlah;n_rtup_budidaya_jumlah;n_rtup_pembibitan_jumlah;n_rtup
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310080] ALOK;53;5310;5310080;3;0;0;3;3;0;3
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310081] ALOK BARAT;53;5310;5310081;7;0;0;7;7;0;7
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310082] ALOK TIMUR;53;5310;5310082;2;0;0;2;2;0;2
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310] SIKKA;53;5310;5310999;36;0;0;36;36;0;36
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310010] PAGA;53;5310;5310010;11;0;0;11;11;0;11
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310011] MEGO;53;5310;5310011;23;0;0;23;23;0;23
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310012] TANA WAWO;53;5310;5310012;39;0;0;39;39;0;39
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310020] LELA;53;5310;5310020;1;0;0;1;1;0;1
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310040] TALIBURA;53;5310;5310040;1;0;0;1;1;0;1
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310050] KEWAPANTE;53;5310;5310050;1;0;0;1;1;0;1
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310051] HEWOKLOANG;53;5310;5310051;2;0;0;2;2;0;2
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310052] KANGAE;53;5310;5310052;2;0;0;2;2;0;2
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310061] PALUE;53;5310;5310061;1;0;0;1;1;0;1
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310062] KOTING;53;5310;5310062;3;0;0;3;3;0;3
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310070] NITA;53;5310;5310070;128;0;0;128;128;0;128
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310071] MAGEPANDA;53;5310;5310071;1;0;0;1;1;0;1
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310082] ALOK TIMUR;53;5310;5310082;3;0;0;3;3;0;3
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310] SIKKA;53;5310;5310999;216;0;0;216;216;0;216
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310010] PAGA;53;5310;5310010;25;0;0;25;25;0;25
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310011] MEGO;53;5310;5310011;1;0;0;1;1;0;1
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310020] LELA;53;5310;5310020;25;0;0;25;25;0;25
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310030] BOLA;53;5310;5310030;79;0;0;79;79;0;79
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310031] DORENG;53;5310;5310031;70;0;0;70;70;0;70
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310032] MAPITARA;53;5310;5310032;7;0;0;7;7;0;7
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310040] TALIBURA;53;5310;5310040;285;0;0;285;285;0;285
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310041] WAIGETE;53;5310;5310041;1139;0;0;1139;1139;0;1139
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310042] WAIBLAMA;53;5310;5310042;148;0;0;148;148;0;148
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310050] KEWAPANTE;53;5310;5310050;382;0;0;382;382;0;382
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310051] HEWOKLOANG;53;5310;5310051;170;0;0;170;170;0;170
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310052] KANGAE;53;5310;5310052;814;1;0;815;814;1;815
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310061] PALUE;53;5310;5310061;1;0;0;1;1;0;1
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310062] KOTING;53;5310;5310062;24;0;0;24;24;0;24
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310063] NELLE;53;5310;5310063;34;0;0;34;34;0;34
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310070] NITA;53;5310;5310070;86;0;0;86;86;0;86
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310071] MAGEPANDA;53;5310;5310071;312;0;0;312;312;0;312
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310080] ALOK;53;5310;5310080;79;0;0;79;79;0;79
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310081] ALOK BARAT;53;5310;5310081;198;0;0;198;198;0;198
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310082] ALOK TIMUR;53;5310;5310082;230;0;0;230;230;0;230
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310] SIKKA;53;5310;5310999;4109;1;0;4110;4109;1;4110
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310010] PAGA;53;5310;5310010;21;0;0;21;21;0;21
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310011] MEGO;53;5310;5310011;137;0;0;137;137;0;137
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310012] TANA WAWO;53;5310;5310012;181;0;0;181;181;0;181
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310020] LELA;53;5310;5310020;7;0;0;7;7;0;7
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310030] BOLA;53;5310;5310030;841;0;1;842;842;1;842
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310031] DORENG;53;5310;5310031;1579;0;1;1580;1580;1;1580
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310032] MAPITARA;53;5310;5310032;226;0;0;226;226;0;226
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310040] TALIBURA;53;5310;5310040;17;0;0;17;17;0;17
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310041] WAIGETE;53;5310;5310041;510;0;0;510;510;0;510
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310042] WAIBLAMA;53;5310;5310042;24;0;0;24;24;0;24
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310050] KEWAPANTE;53;5310;5310050;110;0;0;110;110;0;110
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310051] HEWOKLOANG;53;5310;5310051;1119;1;2;1122;1121;3;1122
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310052] KANGAE;53;5310;5310052;104;0;0;104;104;0;104
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310061] PALUE;53;5310;5310061;6;0;0;6;6;0;6
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310062] KOTING;53;5310;5310062;6;0;0;6;6;0;6
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310063] NELLE;53;5310;5310063;1;0;0;1;1;0;1
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310070] NITA;53;5310;5310070;237;0;1;238;238;1;238
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310080] ALOK;53;5310;5310080;13;0;0;13;13;0;13
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310081] ALOK BARAT;53;5310;5310081;9;0;0;9;9;0;9
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310082] ALOK TIMUR;53;5310;5310082;84;0;0;84;84;0;84
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310] SIKKA;53;5310;5310999;5232;1;5;5238;5237;6;5238
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310010] PAGA;53;5310;5310010;459;0;0;459;459;0;459
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310011] MEGO;53;5310;5310011;132;0;0;132;132;0;132
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310012] TANA WAWO;53;5310;5310012;5;0;0;5;5;0;5
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310020] LELA;53;5310;5310020;722;0;0;722;722;0;722
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310030] BOLA;53;5310;5310030;770;0;0;770;770;0;770
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310031] DORENG;53;5310;5310031;439;0;0;439;439;0;439
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310032] MAPITARA;53;5310;5310032;466;0;0;466;466;0;466
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310040] TALIBURA;53;5310;5310040;2845;0;0;2845;2845;0;2845
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310041] WAIGETE;53;5310;5310041;2790;1;0;2791;2790;1;2791
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310042] WAIBLAMA;53;5310;5310042;1121;1;0;1122;1121;1;1122
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310050] KEWAPANTE;53;5310;5310050;878;0;0;878;878;0;878
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310051] HEWOKLOANG;53;5310;5310051;486;0;0;486;486;0;486
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310052] KANGAE;53;5310;5310052;947;0;0;947;947;0;947
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310061] PALUE;53;5310;5310061;1347;0;0;1347;1347;0;1347
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310062] KOTING;53;5310;5310062;432;0;0;432;432;0;432
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310063] NELLE;53;5310;5310063;412;0;0;412;412;0;412
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310070] NITA;53;5310;5310070;961;0;0;961;961;0;961
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310071] MAGEPANDA;53;5310;5310071;1139;0;0;1139;1139;0;1139
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310080] ALOK;53;5310;5310080;844;0;0;844;844;0;844
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310081] ALOK BARAT;53;5310;5310081;452;0;0;452;452;0;452
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310082] ALOK TIMUR;53;5310;5310082;835;0;0;835;835;0;835
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310] SIKKA;53;5310;5310999;18482;2;0;18484;18482;2;18484
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0;0
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310010] PAGA;53;5310;5310010;1584;1;0;1585;1584;1;1585
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310011] MEGO;53;5310;5310011;1524;0;0;1524;1524;0;1524
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310012] TANA WAWO;53;5310;5310012;1235;0;0;1235;1235;0;1235
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310020] LELA;53;5310;5310020;713;0;0;713;713;0;713
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310030] BOLA;53;5310;5310030;1582;0;10;1592;1592;10;1591
BAB_5_tabel_5_36_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310031] DORENG;53;5310;5310031;1433;0;0;1433;1433;0;1433
