tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;n_rtup_buru_dan_tangkap_satwa_liar_belum_dijual;n_rtup_buru_dan_tangkap_satwa_liar_semua_dijual;n_rtup_buru_dan_tangkap_satwa_liar_sebagian_besar_dijual;n_rtup_buru_dan_tangkap_satwa_liar_sebagian_besar_dikonsumsi;jumlah;n_rtup_buru_dan_tangkap_satwa_liar
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6253;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6254;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6255;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6256;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6256;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6256;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6256;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6256;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6256;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6256;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6256;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6256;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6256;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6256;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6256;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6256;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6256;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6256;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6256;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6256;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6256;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6256;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6256;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6256;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6256;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6257;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6257;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6257;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6257;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6257;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6257;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6257;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6257;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6257;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6257;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6257;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6257;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6257;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6257;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6257;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6257;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6257;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6257;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6257;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6257;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6257;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6257;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6258;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6258;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6258;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6258;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6258;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6258;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6258;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6258;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
