tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;n_utp_budidaya_tanaman_kehutanan;n_utp_budidaya_tanaman_kehutanan_umur_tanaman_kurang_2_thn;n_utp_budidaya_tanaman_kehutanan_umur_tanaman_2_sampai_4_thn;n_utp_budidaya_tanaman_kehutanan_umur_tanaman_4_sampai_6_thn;n_utp_budidaya_tanaman_kehutanan_umur_tanaman_lebih_6_thn
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6124;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6124;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6124;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6124;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6124;[5310] SIKKA;53;5310;5310999;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6125;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6125;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6125;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6125;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6125;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6125;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6125;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6125;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6125;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6125;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6125;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6125;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6125;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6125;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6125;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6125;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6125;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6125;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6125;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6125;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6125;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6125;[5310] SIKKA;53;5310;5310999;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6126;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6126;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6126;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6126;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6126;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6126;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6126;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6126;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6126;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6126;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6126;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6126;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6126;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6126;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6126;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6126;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6126;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6126;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6126;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6126;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6126;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6126;[5310] SIKKA;53;5310;5310999;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6127;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6127;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6127;[5310012] TANA WAWO;53;5310;5310012;1;0;0;1;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6127;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6127;[5310030] BOLA;53;5310;5310030;4;1;0;0;3
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6127;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6127;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6127;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6127;[5310041] WAIGETE;53;5310;5310041;1;0;1;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6127;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6127;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6127;[5310051] HEWOKLOANG;53;5310;5310051;1;0;0;0;1
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6127;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6127;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6127;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6127;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6127;[5310070] NITA;53;5310;5310070;1;0;0;1;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6127;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6127;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6127;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6127;[5310082] ALOK TIMUR;53;5310;5310082;1;1;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6127;[5310] SIKKA;53;5310;5310999;9;2;1;2;4
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6128;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6128;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6128;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6128;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6128;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6128;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6128;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6128;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6128;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6128;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6128;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6128;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6128;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6128;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6128;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6128;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6128;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6128;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6128;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6128;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6128;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6128;[5310] SIKKA;53;5310;5310999;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6129;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6129;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6129;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6129;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6129;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6129;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6129;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6129;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6129;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6129;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6129;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6129;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6129;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6129;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6129;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6129;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6129;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6129;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6129;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6129;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6129;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6129;[5310] SIKKA;53;5310;5310999;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6130;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6130;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6130;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6130;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6130;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6130;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6130;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6130;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6130;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6130;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6130;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6130;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6130;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6130;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6130;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6130;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6130;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6130;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6130;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6130;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6130;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6130;[5310] SIKKA;53;5310;5310999;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6131;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6131;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6131;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6131;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6131;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6131;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6131;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6131;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6131;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6131;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6131;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6131;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6131;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6131;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6131;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6131;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6131;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6131;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6131;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6131;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6131;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6131;[5310] SIKKA;53;5310;5310999;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6132;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6132;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6132;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6132;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6132;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6132;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6132;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6132;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6132;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_8_tabel_8_12_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6132;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
