tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;n_rtup_pungut_hasil_hutan_belum_dijual;n_rtup_pungut_hasil_hutan_semua_dijual;n_rtup_pungut_hasil_hutan_sebagian_besar_dijual;n_rtup_pungut_hasil_hutan_sebagian_besar_dikonsumsi;jumlah
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6403;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6403;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6403;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6403;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6403;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6403;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6403;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6403;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6403;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6403;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6403;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6403;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6403;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6403;[5310] SIKKA;53;5310;5310999;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6404;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6404;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6404;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6404;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6404;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6404;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6404;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6404;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6404;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6404;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6404;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6404;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6404;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6404;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6404;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6404;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6404;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6404;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6404;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6404;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6404;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6404;[5310] SIKKA;53;5310;5310999;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6405;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6405;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6405;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6405;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6405;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6405;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6405;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6405;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6405;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6405;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6405;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6405;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6405;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6405;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6405;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6405;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6405;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6405;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6405;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6405;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6405;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6405;[5310] SIKKA;53;5310;5310999;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6406;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6406;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6406;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6406;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6406;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6406;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6406;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6406;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6406;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6406;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6406;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6406;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6406;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6406;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6406;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6406;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6406;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6406;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6406;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6406;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6406;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6406;[5310] SIKKA;53;5310;5310999;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6407;[5310010] PAGA;53;5310;5310010;0;1;0;0;1
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6407;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6407;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6407;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6407;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6407;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6407;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6407;[5310040] TALIBURA;53;5310;5310040;0;1;2;0;3
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6407;[5310041] WAIGETE;53;5310;5310041;0;1;1;0;2
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6407;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6407;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6407;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;1;1
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6407;[5310052] KANGAE;53;5310;5310052;0;1;0;0;1
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6407;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6407;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6407;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6407;[5310070] NITA;53;5310;5310070;0;0;1;1;2
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6407;[5310071] MAGEPANDA;53;5310;5310071;0;0;2;1;3
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6407;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6407;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6407;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6407;[5310] SIKKA;53;5310;5310999;0;4;6;3;13
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6408;[5310010] PAGA;53;5310;5310010;0;0;1;0;1
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6408;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6408;[5310012] TANA WAWO;53;5310;5310012;0;0;2;0;2
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6408;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6408;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6408;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6408;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6408;[5310040] TALIBURA;53;5310;5310040;0;9;0;0;9
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6408;[5310041] WAIGETE;53;5310;5310041;0;11;1;0;12
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6408;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6408;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6408;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_8_tabel_8_54_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6408;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
